Request_ID,E2E Chunked Blend 128_TTFT,E2E No Blend_TTFT,Speedup,Hit_Ratio,Extra_Hit_Ratio
14bbb97e9e2c0128,1.7264,0.7902,0.4577154772937906,0.022355689022355688,
14c9b82725be29b1,0.2809,0.1709,0.6084015663937344,0.2392638036809816,
153c73cb6f5efb6b,2.313,1.0687,0.4620406398616515,0.024029574861367836,
1596d103b924a0f3,1.36,0.6431,0.4728676470588235,0.04065040650406504,
1596ecec98af6c47,9.5664,4.4968,0.47006188325806997,0.004121935464025347,
16520dbb2c9d8047,2.3766,0.2761,0.11617436674240512,0.028165623495426097,
1687949e64a8739d,0.2312,0.1394,0.6029411764705882,0.29191616766467066,
17397e4d785a810a,1.2813,0.6509,0.5079996878170607,0.0,
178f6091854bc90b,7.6524,3.6398,0.47564162877005906,0.008850226928895612,
1802856ecef1c753,0.3878,0.207,0.5337802991232594,0.1719324026451139,
196911896de7b394,11.4284,5.4867,0.480093451401771,0.003472312197144412,
1a90010f3a160fce,1.0764,0.5133,0.4768673355629877,0.05250403877221325,
1b45ec81d9da5406,1.3778,0.6421,0.46603280592248514,0.04061653822120392,
1bfd9afd181e9423,0.2597,0.1621,0.6241817481709665,0.0,
1d9375c88a28662a,3.9545,0.4197,0.10613225439372867,0.017039248525449645,
1f469adaec3250d1,0.2346,0.1315,0.5605285592497868,0.0,
1f9b356e912e76b4,0.3289,0.7861,2.3900881726968684,0.968476357267951,
1ffcd64dc8883b24,1.5139,0.6931,0.4578241627584385,0.02561651691837125,
20846a4595ebbfa5,0.3859,0.1556,0.40321326768592897,0.9975688816855753,
20d0f77b9b12f2b8,2.9849,1.3632,0.4566987168749372,0.022396630934150077,
214cf50351c8a6ad,0.3397,0.6989,2.05740359140418,0.9418029669075694,
21bd96738191619f,4.0451,2.0824,0.5147956787224048,0.0,
221db069ef0db109,0.53,0.2868,0.5411320754716981,0.12099276111685625,
223f861dfe14e307,3.1676,1.4458,0.4564338931683293,0.012186249545289195,
2371bd26a44c97ee,2.3661,1.0173,0.42994801572207436,0.028363636363636365,
23cc8be1f302a3f0,0.2841,0.3113,1.0957409362900388,0.9985669930737998,
24214b17b0dee979,6.4135,2.9982,0.4674826537771888,0.01054719192283422,
25e855612398573f,0.3421,0.7206,2.1064016369482608,0.9187279151943463,
2696d92c5737389f,12.6641,6.0287,0.4760464620462567,0.0031575474810311512,
274af76681cf727a,4.2245,2.1095,0.49934903538880343,0.009571428571428571,
277fb55a881ba4fd,0.3454,0.7608,2.202663578459757,0.8639776497293522,
29283d1be20b5424,12.4159,5.8738,0.47308692885735226,0.0056640766828843225,
2af18a7b6a7199d4,0.571,0.2446,0.4283712784588442,0.1118546845124283,
2af819b6b1b790fb,1.4883,0.7807,0.5245582207888194,0.037608486017357765,
2b14169990788189,0.5543,0.2923,0.5273317697997474,0.0,
2b1a4116fb70967b,0.3151,0.6686,2.121866074262139,0.954013715207745,
2b9898a9fb3b0436,1.3867,0.7155,0.5159731737217855,0.0,
2baac63c5d374d56,4.623,2.393,0.517629245078953,0.0,
2bbbf77cdf13297c,0.347,0.7398,2.1319884726224787,0.9153945190362333,
2bd82baf73b58d53,1.368,0.6875,0.5025584795321637,0.0,
2bdb17e72e34df82,0.8033,0.3944,0.49097472924187724,0.06682659355723097,
2bde1d19c6efe172,0.4518,0.2339,0.5177069499778664,0.12248743718592965,
2c2aa898fc711458,0.8207,0.3925,0.47825027415620813,0.046414963630065816,
2c51481a93a231d5,0.6436,0.3226,0.5012430080795526,0.08426966292134831,
2cc0006432a965c5,2.219,1.019,0.4592158630013519,0.02512562814070352,
2cf78761dcf5ec22,0.7436,0.3834,0.515599784830554,0.0,
2d126f308671a54d,2.3591,1.0862,0.46042982493323725,0.028363636363636365,
2d918f262dba961b,0.7008,0.1159,0.1653824200913242,0.9918256130790191,
2d93767cee1547ae,0.1878,0.1156,0.6155484558040468,0.9926829268292683,
2db9eb0409a0bfb6,0.8868,0.4238,0.4778980604420388,0.04301765650080257,
2e213922c6ab877e,0.4664,0.2454,0.5261578044596913,0.0,
2e5769c70a83abb7,0.3242,0.7061,2.177976557680444,0.9305663304887509,
300e1b068fc00244,10.6082,5.0522,0.4762542184347957,0.003723153010474841,
3051e07a17a5dc62,0.1466,0.0881,0.6009549795361527,0.0,
30804b886143896e,9.36,4.3247,0.4620405982905983,0.0042747312342488915,
30df039e81ce7880,1.768,0.8016,0.45339366515837104,0.032119914346895075,
30e3e30c9a21fcc0,8.923,0.8987,0.10071724756247899,0.015267175572519083,
3182a88a32620f0d,0.3737,0.2118,0.5667647845865668,0.0,
31849d2fcc44c7ba,16.4206,7.9792,0.4859262146328392,0.00430622009569378,
3194db92796a8171,0.2787,0.1551,0.5565123789020452,0.21058315334773217,
31af08c0581d151b,0.3531,0.7359,2.08411214953271,0.903922993098438,
327b7e933241e925,2.6119,1.1991,0.45909108311956814,0.0214168039538715,
327d4545db4448ae,1.4317,0.7023,0.4905357267583991,0.0,
32f90bf8066823e4,0.3313,0.685,2.0676124358587384,0.9641465315666407,
32fd50875dda2c93,0.1963,0.1131,0.576158940397351,0.0,
33657e68a132e170,0.3377,0.6986,2.068700029612082,0.91771054153016,
3417b18debc99fae,0.356,0.1936,0.5438202247191012,0.0,
34c9471a682f0d96,2.3635,1.0922,0.4621112756505183,0.02355072463768116,
34c94abc08e6fc9f,0.3613,0.1936,0.5358427899252698,0.15751211631663975,
36198794c76be16a,0.2905,0.162,0.557659208261618,0.0,
383d9d18d45071de,0.2196,0.1139,0.5186703096539163,0.26278659611992944,
38448c4cd4b22c98,1.1077,0.5704,0.5149408684661912,0.0,
3963ec13c6f09b8f,1.3559,0.6878,0.5072645475330039,0.0,
3a18a77d0882acfa,1.3198,0.6224,0.47158660403091374,0.04184549356223176,
3abfcc55dcc4a29d,1.1044,0.5307,0.48053241579137984,0.05025773195876289,
3b023865e4f6f5c1,1.5663,0.7281,0.46485347634552765,0.024736939265275985,
3c5325d21ebc3f8b,0.3328,0.6809,2.0459735576923075,0.9652818412326897,
3d54fa1e99ce5b8e,3.3806,1.5317,0.4530852511388511,0.020245717252119745,
3d9570d3bcab0b65,38.8978,0.4699,0.012080374725562885,0.015308839190628329,
3e8f050aa6d0f917,0.3266,0.6978,2.136558481322719,0.9441489361702128,
3f03e68787aeb660,0.3238,0.6657,2.0558987029030265,0.9544268219233085,
3f3b44f71e1d7ddd,1.3117,0.6155,0.4692383929252116,0.04265091863517061,
3fd501ccccae9347,0.9174,0.2715,0.2959450621321125,0.0708018154311649,
3ff5ae810d1ab20e,1.3314,0.6887,0.5172750488207901,0.0,
4060b6376ce201cf,0.3375,0.1802,0.5339259259259259,0.0,
4071e0fbfa242a0f,17.505,0.4857,0.02774635818337618,0.015230408747721948,
4085a83a99648a84,1.938,0.8924,0.4604747162022704,0.0345489443378119,
41057879831f03ff,2.0852,0.9575,0.4591885670439287,0.01864736988588923,
41533e40b6e73e67,3.9653,0.4364,0.1100547247370943,0.01696143809799942,
416e0598d63c7e8e,6.2345,2.8938,0.4641591146042185,0.0062590499322714745,
418639a390647602,0.1526,1.4098,9.238532110091741,0.9924528301886792,
41afb026b63e59fa,9.5871,4.5322,0.472739410249189,0.004099363680861478,
423326962d7c5c57,1.3541,0.682,0.503655564581641,0.0,
42d5621a09c78747,0.7831,0.3892,0.4969991061167156,0.06811037373384561,
42ff053762a26170,0.3175,0.6659,2.0973228346456696,0.9484660116302386,
43aeaca62c2090f9,2.3043,1.0706,0.46460964284164386,0.024145616641901933,
43bd6e90c8a81e40,0.693,0.3569,0.515007215007215,0.09267326732673267,
444ba6a25c973e83,3.2552,0.8843,0.27165765544359793,0.03051643192488263,
44d4a53b061bf416,0.4475,0.2339,0.52268156424581,0.0,
4505a2ff2eaa4043,1.3484,0.6861,0.508825274399288,0.0,
464d6f396b795461,1.0864,1.4788,1.3611929307805595,0.060795011691348405,
46b4e5631efb4998,5.9889,2.7653,0.4617375477967573,0.011428571428571429,
47164459ded7c922,0.3201,0.1786,0.5579506404248673,0.18055555555555555,
474a1ded06d0e036,0.3842,0.197,0.5127537740760021,0.15234375,
47b0f721b1154edc,6.5474,3.0002,0.45822769343556224,0.010515436120972454,
48e771ec7fbc9df5,3.9817,1.8763,0.4712308812818645,0.009720005802988539,
4957e04f43917270,0.3426,0.6969,2.0341506129597198,0.9544843479930862,
497e3dc15c6487c6,2.1623,0.9771,0.4518799426536558,0.01800107469102633,
49e91fa3fb3f0966,0.3331,0.6813,2.045331732212549,0.9665099882491187,
49fb947f12fe7100,0.2044,0.1144,0.5596868884540117,0.3344768439108062,
4a024281bc722447,0.1653,0.1129,0.6830006049606775,0.9916083916083916,
4bd2dfb9c3837099,0.677,0.3272,0.4833087149187592,0.05704555129842486,
4c759a664dfadabf,0.5528,0.2924,0.5289435600578871,0.0,
4d2b97a285479f2e,3.6751,1.6363,0.44523958531740637,0.01882390797200547,
4e0df61fd6657d13,0.2313,0.1311,0.5667963683527886,0.0,
4e377c727e2db291,5.9549,2.7659,0.4644746343347495,0.006523220718527894,
4feb687c0115199b,0.4519,0.2355,0.5211329940252267,0.12172284644194757,
4ffd78b625f3df79,0.9532,0.5075,0.5324171212757028,0.0690672963400236,
50ee5fd7b72ff111,9.1212,4.2795,0.4691816866201815,0.004304391121390254,
51019c6000ddc9a5,0.2373,0.1319,0.5558364938895911,0.0,
515ca24c62c99921,1.0477,0.4448,0.4245490121217905,0.07118953452996654,
51f156f170932711,0.9383,0.447,0.4763934775658105,0.059144676979071886,
5262d60b29be3fa4,10.2726,4.8894,0.4759651889492436,0.0038405319423346993,
52ce521ccbfc7881,13.9283,6.6763,0.47933344342094875,0.0028948562293417443,
532abc4a90b8ce44,1.9075,0.8674,0.4547313237221494,0.029712021941185433,
533729f32a67c5ad,0.309,0.6832,2.2110032362459546,0.9427728613569322,
534d38803df585f2,0.1443,0.271,1.878031878031878,0.9952830188679245,
536a59cb40f7b6e6,0.1519,0.0916,0.6030283080974325,0.0,
539e62cba8a3cfb1,0.5374,0.5072,0.9438034983252698,0.1204323211528564,
54606543b90cffb5,2.5035,1.1391,0.45500299580587183,0.015452029520295204,
5461320b0e8eb862,0.3031,0.1607,0.5301880567469482,0.0,
54bc072772348fe1,0.212,0.1158,0.5462264150943397,0.3415061295971979,
552080d3a93321e3,0.9388,0.4703,0.5009586706433745,0.0690672963400236,
55387eb3aa7c5634,1.4228,0.7241,0.5089260612876019,0.0,
5580752c33cbbcbb,1.1733,0.318,0.27103042700076707,0.056535395022952406,
558fd1a318431c19,0.7642,0.3861,0.5052342318764721,0.07057546145494029,
560311d24365021a,1.863,1.0431,0.5599033816425121,0.03005548705302096,
5695ae7cd7a76dfb,1.5927,0.7376,0.46311295284736614,0.03502784264415305,
56c5bcd8bcabad1a,5.613,2.5163,0.448298592553002,0.01240392260800424,
56f2f0de50e7385f,0.3192,0.2264,0.7092731829573935,0.0,
56f374b52739bf4d,1.5552,0.7308,0.46990740740740744,0.03566855679531736,
5828065c4530b44c,6.4546,2.9551,0.4578285253927431,0.010650402803695782,
5960125d3b33cd1b,0.344,0.7256,2.1093023255813956,0.9182156133828996,
5973640223a2a187,3.1773,1.4503,0.45645673999937053,0.021280465623863223,
5997c69d1c50ab68,1.594,0.2102,0.13186951066499372,0.04231464737793852,
5a84968f3d0b2bae,0.3486,0.7593,2.178141135972461,0.8628632175761871,
5b7e83f9a190add1,3.2257,0.3578,0.11092166041479369,0.021280465623863223,
5c0c8f556239d675,2.9974,0.7118,0.2374724761459932,0.04365671641791045,
5c6436656881896e,0.849,1.0689,1.2590106007067137,0.07467532467532467,
5cb6547283a8b20b,1.1695,0.5587,0.4777255237280889,0.04709007486114465,
5d5ed5833d2cdd98,0.3371,0.6937,2.0578463363986947,0.9419379402246335,
5d9b5768e66d51f4,0.2524,0.1515,0.6002377179080823,0.24714828897338403,
5f31402f34af55f8,2.4314,0.4653,0.19137122645389487,0.05396678966789668,
60ef32e160922623,0.3249,0.682,2.0991074176669744,0.9700058811997647,
6212eb223e5281c7,0.1491,0.116,0.778001341381623,0.9918809201623816,
62294c85beae811f,0.7022,0.3417,0.4866135004272287,0.05403225806451613,
631ae0318edc43fd,3.9653,1.8213,0.4593095099992434,0.01696143809799942,
639a7792c9c15b1f,0.2367,0.14,0.5914659907055345,0.0,
63b3c1a766c34bb1,0.3357,0.6872,2.047065832588621,0.9582929194956353,
6444e82f45ff8252,0.3411,0.7126,2.0891234242157726,0.888327721661055,
65951e2612026c78,0.3571,0.7472,2.09241108933072,0.8504440497335701,
65c284df0b6fa453,0.3225,0.6605,2.048062015503876,0.9588128407026045,
65e34ab6157c229a,0.3762,0.1993,0.5297713981924509,0.1553784860557769,
660cbf4eeda89064,5.4484,4.2723,0.7841384626679392,0.01240392260800424,
66549a06de524c04,4.4084,2.0486,0.46470374739134374,0.015230408747721948,
66570efd4f21fc58,1.736,0.3965,0.22839861751152074,0.03966774029496525,
66bf46c5a35389cb,1.331,0.6758,0.5077385424492862,0.0,
66d2d108f9fa1bd4,0.6495,0.3201,0.49284064665127025,0.08430609597924774,
66dd5aff58b948e6,1.4937,0.6923,0.4634799491196358,0.037363479593791916,
673713c290b1766c,0.7441,0.2726,0.3663486090579223,0.08530805687203792,
68661155626dfbf7,0.1589,0.7497,4.71806167400881,0.9943714821763602,
696ac6590b760d94,0.3851,0.2007,0.5211633341989094,0.146948003014318,
69cefe364590e124,0.8379,0.1373,0.16386203604248717,0.1446229913473424,
6aa3ac2825af5815,0.2113,0.1217,0.575958353052532,0.0,
6b275b783c8d6955,0.6929,0.48,0.6927406552172031,0.07894736842105263,
6b2d476d996e49f7,2.3406,1.0739,0.45881397932154155,0.02383280371547299,
6b3b04f32120b7ad,0.2216,0.1237,0.5582129963898917,0.30139103554868624,
6b82a9699b3911f6,0.1685,0.2082,1.235608308605341,0.9954441913439636,
6b82c4a5c5256e14,8.1087,3.7953,0.4680528321432535,0.004820490682782934,
6bbed614e0b0a617,1.6963,0.772,0.4551081766197017,0.022909899128056077,
6c340a93d4e7fe53,1.1696,0.5544,0.47400820793433657,0.056535395022952406,
6c4b8e7355ae042b,0.3167,0.1242,0.39216924534259556,0.9959072305593452,
6c7254b3b785c65d,0.5008,0.8471,1.691493610223642,0.773632230757172,
6cf5f64662f65df2,0.8573,0.4168,0.4861775341187449,0.07657068062827226,
6d4ca49824500ef8,68.5642,4.3561,0.06353315578683918,0.008850226928895612,
6d6dc4c312d2a462,1.051,0.5016,0.47725975261655573,0.052960347637153724,
6e2e4d10b8603a9c,11.2832,5.3127,0.47085046795235397,0.0035568296437861655,
6ebe2acc65b92112,12.0625,5.7355,0.4754818652849741,0.0033122404587700217,
701d999ca3eb10aa,0.1662,0.7161,4.308664259927798,0.9935483870967742,
705dcadcaa6b0e74,0.4183,0.2171,0.5190054984460913,0.13392857142857142,
70740329aa438b91,0.6857,0.3457,0.5041563365903456,0.07765830346475508,
7102c0e683186226,0.2105,0.3612,1.715914489311164,0.0,
710968fc2acb194a,1.6796,0.7865,0.468266253869969,0.03966774029496525,
71d96734574c02cf,0.4793,0.2589,0.5401627373252661,0.1319796954314721,
721e8442a12c323f,3.9503,1.7875,0.4524972786876946,0.009882005899705015,
722875ef6aa754c1,0.516,0.2545,0.4932170542635659,0.07536557930258718,
7231c2a14471a444,2.3847,1.1068,0.4641254665157043,0.023522316043425813,
726dacd465221c5a,1.6625,0.761,0.4577443609022556,0.02345527743742342,
74ab45b60ff89168,0.3807,0.2024,0.531652219595482,0.0,
74efa4bab1e311d5,0.3935,0.2059,0.5232528589580686,0.0,
75b12b0a80c80e46,18.8294,9.485,0.5037335231074809,0.003806982722155338,
76889ff4efa739e9,0.1546,0.2559,1.6552393272962487,0.9914285714285714,
76ea92d395127a4a,1.8356,0.2274,0.12388319895402049,0.0368503937007874,
7723f13dc15f45b2,2.358,1.1044,0.4683630195080577,0.028165623495426097,
778002650f1a80fe,0.5036,0.2736,0.5432883240667196,0.12800875273522977,
77d4e596317d7d6c,0.1767,0.121,0.6847764572722128,0.9953917050691244,
783560e5daf6e3ac,1.1368,0.7508,0.6604503870513723,0.9949832775919732,
795b0fed6e768695,0.4281,0.2219,0.518336837187573,0.0,
79799158a9f663fc,0.8064,0.3928,0.4871031746031746,0.06759098786828423,
79b51792f01264ea,0.4597,0.2326,0.5059821622797477,0.11926605504587157,
7a3022fe38236aa2,0.768,0.3785,0.4928385416666667,0.07080610021786492,
7a7e8517ee2f0c6d,0.2168,0.2787,1.2855166051660518,0.9933920704845814,
7bcaa5057628c7f3,1.1679,0.548,0.4692182549875846,0.03371069182389937,
7cf9a0ce9c079b30,9.4892,4.5412,0.47856510559372756,0.007363816596909715,
7d374f76f31966e1,2.0127,0.2402,0.11934217717493913,0.09267326732673267,
7db81d9b1a343d0b,1.3013,0.6598,0.5070314301083533,0.0,
7dd7a2b30ccaf8a5,7.6643,3.5463,0.4627037041869447,0.005116847411027952,
7e8d08b66e4c177d,1.2762,0.6531,0.5117536436295251,0.0,
7e9f7ab322975b17,0.8427,0.4079,0.4840393971757446,0.06487025948103792,
7fc6a604b5fb47be,0.2608,0.1515,0.5809049079754601,0.0,
81b257ed1b6fa5ee,0.1838,0.465,2.5299238302502722,0.9962025316455696,
81ceb0ffadde5c77,0.5524,0.2837,0.5135771180304127,0.09848484848484848,
82112e05b6351618,1.3617,0.6305,0.4630241609752515,0.041104553119730186,
823dde4aafb8e7c7,2.5191,0.7721,0.30649835258624114,0.026584867075664622,
827c669125e99c95,0.4477,0.2357,0.5264686173777083,0.0,
82cabe9d8efd9760,1.3717,0.7001,0.5103885689290661,0.0,
832e4d3fe21bb530,0.3148,0.6713,2.1324650571791612,0.949989957822856,
83d59468159fa4ea,0.3418,0.1855,0.542715038033938,0.17015706806282724,
840ab9ccc4e63a8b,0.3306,0.7058,2.1349062310949787,0.9368203974503188,
8571d7c112851b89,0.171,0.1064,0.6222222222222221,0.0,
85c3e6dd7f621517,0.4959,0.1141,0.23008671103044967,0.9926289926289926,
8712d1f4f669e509,0.4333,0.2224,0.5132702515578121,0.0,
87b7d4c9948a12f2,1.361,0.6837,0.5023512123438648,0.0,
87cb973d88a7c606,0.2531,0.1436,0.5673646779928883,0.0,
87d9a6cdfc7d87f2,0.5306,0.2218,0.4180173388616661,0.12335266209804956,
88062a1bea82645e,0.2403,0.1402,0.5834373699542238,0.0,
88354fdfcfc7800b,0.3584,0.855,2.3856026785714284,0.87677304964539,
8894f24ee9cebbb8,0.2207,0.1334,0.6044404168554598,0.2995391705069124,
88d6c564778ec660,8.1376,3.824,0.46991742036964207,0.004791532575269971,
893529ce63937d2c,0.3824,0.6811,1.7811192468619248,0.9688534163908896,
8a64b7a2e2f94662,21.0558,10.4222,0.4949800055091708,0.001973810190163355,
8a699dda3bcab847,0.8623,0.1491,0.17290966021106347,0.07657068062827226,
8a88064e8170c6dd,1.3599,0.7719,0.5676152658283697,0.0,
8aa45d80c5de9cf5,12.3234,5.7914,0.4699514744307578,0.00328447472915339,
8ac004cda9d66209,0.2798,0.1511,0.5400285918513225,0.0,
8ac45e2a85824042,2.0131,20.7176,10.291391386418956,0.0019533695624953046,
8b4a44c4091e3902,0.2695,0.1313,0.48719851576994433,0.9938962360122076,
8c0b4408caa396e4,0.2771,0.1584,0.5716347888848792,0.22674418604651161,
8cbc3e701f393c1e,31.5692,15.9056,0.5038328497396196,0.0013918462736951442,
8cde5f43c65b70f4,0.3739,0.1984,0.5306231612730676,0.0,
8d63143be1928c4e,0.5912,0.7102,1.2012855209742899,0.8914436486995854,
8d6453ebc6c5c5c0,0.2702,0.1481,0.5481125092524056,0.0,
8f1d0a20e5b1caf8,1.5182,0.7048,0.4642339612699249,0.04365671641791045,
8f1d348ea8a161f9,0.1627,0.7559,4.6459741856177015,0.9923371647509579,
8f236e73a2a45b91,1.334,0.6818,0.5110944527736131,0.0,
8f2e9122025fa438,31.7728,16.0537,0.5052655101218653,0.0013793529393599391,
9091af4f12399d78,31.0317,15.5147,0.4999629411214983,0.0014111204717775906,
90a37e1481e1fade,2.3976,1.125,0.46921921921921916,0.023303059273422563,
91053014d7a8a89d,0.333,0.1815,0.545045045045045,0.17000871839581516,
917b0a4b763e152b,0.1746,0.2164,1.2394043528064147,0.9949622166246851,
91817446298fea1b,15.8426,9.3593,0.5907679295065204,0.004474101833616948,
923735009393d9b2,9.1215,4.2722,0.46836594858301817,0.004325231593557342,
92d0306645cab597,1.3233,0.6832,0.5162850449633493,0.0,
92e866e2f286ced5,3.2076,1.4689,0.45794363386955983,0.012026566146113804,
938dc75361554889,6.4932,4.3637,0.672041520359761,0.01054719192283422,
9394d63a08d99c82,1.3397,0.6781,0.506158095095917,0.0,
941d7efe43b5ea38,0.4861,0.2659,0.5470067887265996,0.0,
94f6689e132ff0ce,1.3997,0.7049,0.5036079159819962,0.0,
958e799e7da4c5eb,1.6122,0.218,0.13521895546458254,0.9989545216936748,
95fc353884b42874,0.3169,0.6697,2.1132849479331015,0.9561350313321205,
9601150878b41810,0.2311,0.1292,0.5590653396797923,0.0,
961af1b991d9e853,0.3367,0.9049,2.6875556875556876,0.9189836125943657,
965701dbe29bd1cb,0.2964,0.1662,0.5607287449392712,0.0,
96fd2ee5e35b88d1,1.8144,0.8359,0.4607032627865961,0.0368503937007874,
971952b18a73aec7,0.3341,0.1753,0.5246932056270578,0.17791970802919707,
972b4d66e4e371b9,0.345,0.7577,2.1962318840579713,0.8838232705509593,
975be86d2fc582b6,0.3274,0.202,0.6169822846670739,0.20104895104895104,
97651f89846f64c2,0.858,0.4336,0.5053613053613053,0.06308637981235846,
984977715591ae76,1.2813,0.6524,0.5091703738390696,0.0,
98f8f0d5806dba25,0.5482,0.2863,0.522254651587012,0.11670822942643391,
98fdc3e36bdf0c72,0.5215,0.2533,0.4857142857142858,0.07502799552071669,
99e52b76553c2b73,1.8636,0.8696,0.4666237389997854,0.03577981651376147,
99ec990f582b9b72,14.7252,7.0715,0.4802311683372722,0.002739950108371161,
9a2732a827dc0834,0.24,0.1431,0.5962500000000001,0.0,
9a7e81320784ff50,0.9067,0.9388,1.035403110179773,0.07118953452996654,
9b5e1c1069961196,1.9026,0.6201,0.325922421948912,0.0351668169522092,
9ba7caba20027965,0.5961,0.2978,0.4995806072806577,0.09150633505396527,
9bfc01ebbfa93711,9.7124,4.6401,0.47775009266504675,0.007051591128254581,
9c20305dfe9bb8b3,0.4377,12.8646,29.39136394790953,0.0016493119661275632,
9c3dad8ebf15caa9,0.2604,0.1418,0.5445468509984639,0.0,
9c4194b3c20da4e4,0.3363,0.69,2.0517395182872433,0.9182924473633378,
9c6115b50d4c3363,0.1707,0.3032,1.7762155828939663,0.99568655643422,
9de4bfcb4a177a17,0.3152,0.6948,2.204314720812183,0.9478054567022538,
9e057d1821b071ab,0.4214,0.2235,0.530374940673944,0.0,
9e0639bf45d56695,0.1596,0.7159,4.485588972431078,0.9930151338766007,
9f19a66708a1fc14,0.4123,0.2177,0.5280135823429541,0.1610461114934618,
9f2ac629019ca85f,0.2306,0.132,0.572419774501301,0.0,
a0dc8ff99175733f,0.756,0.3997,0.5287037037037037,0.07171754321441706,
a15287d7f9ae14d1,0.1585,0.2795,1.7634069400630916,0.9926108374384236,
a1557e5a6a93ba16,3.3745,0.1229,0.03642021040154097,0.1610461114934618,
a1af7e6857adc214,0.3669,0.7327,1.9970019078768058,0.9185321100917431,
a2dfe7cbfbc66106,9.5394,4.4961,0.47131895087741366,0.004124726813802444,
a2eb8bc4f36c2c2e,0.8616,0.4226,0.49048282265552456,0.06310679611650485,
a320a9c5e46aa041,2.0377,0.9373,0.4599793885262796,0.02755015541113309,
a32b2e7b90103b81,1.3056,0.678,0.5193014705882353,0.0,
a48d9cd817830adc,2.6084,1.2024,0.46097224352093236,0.02557097584963392,
a4c363d6e3d5dff7,0.5192,0.2779,0.5352465331278891,0.12335266209804956,
a4c7933a1d49d8dd,0.3501,0.1965,0.5612682090831191,0.0,
a57c9aae6866349e,2.0563,0.9363,0.4553323931332977,0.01894260672886627,
a5b2aaa0e4ef18f0,0.6835,0.3744,0.5477688368690563,0.0,
a613e47502d7849d,0.4558,0.2152,0.4721369021500658,0.9963920625375827,
a722a5ac1f572ff5,0.1501,0.271,1.8054630246502332,0.9921465968586387,
a77af0755476c61b,0.2892,0.1612,0.5573997233748271,0.20333680917622524,
a7ae963326ac605d,0.936,0.4697,0.5018162393162393,0.0,
a7ce75c86a5e0ad2,0.3392,0.1946,0.5737028301886792,0.1922760887428102,
a87c55cde65b0787,1.485,0.8261,0.5562962962962962,0.026115766907035664,
a8f1844ff18fbb8e,0.2611,0.1422,0.5446189199540405,0.0,
a9384be4d91067be,1.1837,0.546,0.46126552335895926,0.03284313725490196,
a9b7127466862a21,0.392,0.2211,0.5640306122448979,0.1719324026451139,
a9c21268acd25e33,6.892,3.2199,0.46719384793964014,0.005652577406563739,
